path,image_id,image,trans,type,size,morph,price,text,date,,,
/content/drive/MyDrive/thebreeders/image/,805393537cab0926c3752cfa483ee74e.jpg,/content/drive/MyDrive/thebreeders/image/805393537cab0926c3752cfa483ee74e.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"25,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,ed5eed294f871f6e1e0e019d6b437e85.jpg,/content/drive/MyDrive/thebreeders/image/ed5eed294f871f6e1e0e019d6b437e85.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"30,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,0699281fa58a3c0d0d70c3f98ee6e7dc.jpg,/content/drive/MyDrive/thebreeders/image/0699281fa58a3c0d0d70c3f98ee6e7dc.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"48,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,2f86303a0f9e06453fe489e5f79a2a9d.jpg,/content/drive/MyDrive/thebreeders/image/2f86303a0f9e06453fe489e5f79a2a9d.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"25,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,8c27fdfe6cf53074025d66fa12c2d74c.jpg,/content/drive/MyDrive/thebreeders/image/8c27fdfe6cf53074025d66fa12c2d74c.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"28,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,86e69ac7564b3b6bd41bc4f436b507ca.jpg,/content/drive/MyDrive/thebreeders/image/86e69ac7564b3b6bd41bc4f436b507ca.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"20,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,9ce46c3730010a93d0796782adb4105a.jpg,/content/drive/MyDrive/thebreeders/image/9ce46c3730010a93d0796782adb4105a.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"45,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,18af7a55b2e3f696dd0e49ac284770b4.jpg,/content/drive/MyDrive/thebreeders/image/18af7a55b2e3f696dd0e49ac284770b4.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"26,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,edbd93c7f6a45e5a8b2122209c171220.jpg,/content/drive/MyDrive/thebreeders/image/edbd93c7f6a45e5a8b2122209c171220.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"25,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,563366cac3221c3179bb7278e92dcc30.jpg,/content/drive/MyDrive/thebreeders/image/563366cac3221c3179bb7278e92dcc30.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"45,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,fbfa4e950fbbd0b43775398976265276.jpg,/content/drive/MyDrive/thebreeders/image/fbfa4e950fbbd0b43775398976265276.jpg,lily baby,crestedgeko,baby,lily,"60,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,e60bfd9d1e8eefebf4164251e99e3bb7.jpg,/content/drive/MyDrive/thebreeders/image/e60bfd9d1e8eefebf4164251e99e3bb7.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"20,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,3dd0b543463817a69afbf7051fda0e79.jpg,/content/drive/MyDrive/thebreeders/image/3dd0b543463817a69afbf7051fda0e79.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"20,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,ec72025c2fdbec30e2aa672da1701052.jpg,/content/drive/MyDrive/thebreeders/image/ec72025c2fdbec30e2aa672da1701052.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"25,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,89de8c1eadd638a6b3a92543b815fbeb.jpg,/content/drive/MyDrive/thebreeders/image/89de8c1eadd638a6b3a92543b815fbeb.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"35,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,649a110d9a611bdd60330de378658569.jpg,/content/drive/MyDrive/thebreeders/image/649a110d9a611bdd60330de378658569.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"20,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,5904269704bd22a06317514075d9baad.jpg,/content/drive/MyDrive/thebreeders/image/5904269704bd22a06317514075d9baad.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"35,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,8a2560d9b549db5d4a1701f392d207a7.jpg,/content/drive/MyDrive/thebreeders/image/8a2560d9b549db5d4a1701f392d207a7.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"35,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,a285678bf4387a03bc7ece2bb67b3977.jpg,/content/drive/MyDrive/thebreeders/image/a285678bf4387a03bc7ece2bb67b3977.jpg,male lily subadults,crestedgeko,babeadult,lily,"120,000",릴리 아성체 수,202409,,,
/content/drive/MyDrive/thebreeders/image/,5cf2e81ad60ac598251465670554ef99.jpg,/content/drive/MyDrive/thebreeders/image/5cf2e81ad60ac598251465670554ef99.jpg,lily baby,crestedgeko,baby,lily,"70,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,d312c58746f527e3d616e1c7fcf16df8.jpg,/content/drive/MyDrive/thebreeders/image/d312c58746f527e3d616e1c7fcf16df8.jpg,lily baby,crestedgeko,baby,lily,"90,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,383525f823e91efb0e2fcff1b6ce3d3e.jpg,/content/drive/MyDrive/thebreeders/image/383525f823e91efb0e2fcff1b6ce3d3e.jpg,lily baby,crestedgeko,baby,lily,"60,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,769c5a3297b84b4fef05cdb8f8040c8b.jpg,/content/drive/MyDrive/thebreeders/image/769c5a3297b84b4fef05cdb8f8040c8b.jpg,lily baby,crestedgeko,baby,lily,"90,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,73c3d4c6e4f529149f5dbd287123d8d7.jpg,/content/drive/MyDrive/thebreeders/image/73c3d4c6e4f529149f5dbd287123d8d7.jpg,lily baby,crestedgeko,baby,lily,"70,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,9e93c698fe0a8157f5112b31c8657c4f.jpg,/content/drive/MyDrive/thebreeders/image/9e93c698fe0a8157f5112b31c8657c4f.jpg,Crested Gecko Adult Female,crestedgeko,adult,undefined,"180,000",크레스티드게코 성체 암,202409,,,
/content/drive/MyDrive/thebreeders/image/,57091a5f6de9485dc593b24c1413b055.jpg,/content/drive/MyDrive/thebreeders/image/57091a5f6de9485dc593b24c1413b055.jpg,Crested Gecko Adult Female,crestedgeko,adult,undefined,"80,000",크레스티드게코 성체 암,202409,,,
/content/drive/MyDrive/thebreeders/image/,be17c5a2575b0d94d98060c82af5fca4.jpg,/content/drive/MyDrive/thebreeders/image/be17c5a2575b0d94d98060c82af5fca4.jpg,Lily Eucharist Cancer,crestedgeko,adult,lily,"120,000",릴리 성체 암,202409,,,
/content/drive/MyDrive/thebreeders/image/,e914f3f0b39bde16af7dfce6597c5262.jpg,/content/drive/MyDrive/thebreeders/image/e914f3f0b39bde16af7dfce6597c5262.jpg,male lily subadults,crestedgeko,babeadult,lily,"60,000",릴리 아성체 수,202409,,,
/content/drive/MyDrive/thebreeders/image/,665838134c33d22967c6847e376fa794.jpg,/content/drive/MyDrive/thebreeders/image/665838134c33d22967c6847e376fa794.jpg,lily baby,crestedgeko,baby,lily,"60,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,3d900afcb0fde448aa4e208906ad84c9.jpg,/content/drive/MyDrive/thebreeders/image/3d900afcb0fde448aa4e208906ad84c9.jpg,lily baby,crestedgeko,baby,lily,"80,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,c4f4ffc2cf89844911034a907fa83c18.jpg,/content/drive/MyDrive/thebreeders/image/c4f4ffc2cf89844911034a907fa83c18.jpg,lily baby,crestedgeko,baby,lily,"68,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,01442690b19402ef06f0acaf8199ccd0.jpg,/content/drive/MyDrive/thebreeders/image/01442690b19402ef06f0acaf8199ccd0.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"22,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,eac553eb97dd3335a4c82926b6b085d3.jpg,/content/drive/MyDrive/thebreeders/image/eac553eb97dd3335a4c82926b6b085d3.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"36,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,c9c541abaa909da245aa07fc73bc9d1d.jpg,/content/drive/MyDrive/thebreeders/image/c9c541abaa909da245aa07fc73bc9d1d.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"34,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,c4b6ceab6c47221bb240e7522bd681f2.jpg,/content/drive/MyDrive/thebreeders/image/c4b6ceab6c47221bb240e7522bd681f2.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"28,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,491c3dc91d8ac318c381d59dd677faba.jpg,/content/drive/MyDrive/thebreeders/image/491c3dc91d8ac318c381d59dd677faba.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"28,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,ebdd2ccfd36b2beac6707eb18ca17a6b.jpg,/content/drive/MyDrive/thebreeders/image/ebdd2ccfd36b2beac6707eb18ca17a6b.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"36,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,949162b498dab39b039385cfff0f4b83.jpg,/content/drive/MyDrive/thebreeders/image/949162b498dab39b039385cfff0f4b83.jpg,cappuccino baby,crestedgeko,baby,cappucino,"120,000",카푸치노 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,ce6a7f712bbd0cb7c185843cf997400c.jpg,/content/drive/MyDrive/thebreeders/image/ce6a7f712bbd0cb7c185843cf997400c.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"37,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,66931629679f493ade2bd8ff9169dc3f.jpg,/content/drive/MyDrive/thebreeders/image/66931629679f493ade2bd8ff9169dc3f.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"35,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,13ba7d41e0ff7fe843499a5809fbdd94.jpg,/content/drive/MyDrive/thebreeders/image/13ba7d41e0ff7fe843499a5809fbdd94.jpg,lily baby,crestedgeko,baby,lily,"90,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,31d2688735bbd02d88adf560d614302c.jpg,/content/drive/MyDrive/thebreeders/image/31d2688735bbd02d88adf560d614302c.jpg,lily baby,crestedgeko,baby,lily,"65,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,354f9e0caf6536714571e20b0234e785.jpg,/content/drive/MyDrive/thebreeders/image/354f9e0caf6536714571e20b0234e785.jpg,lily baby,crestedgeko,baby,lily,"65,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,f1d6ced0b77da8a5defcbfad3717e774.jpg,/content/drive/MyDrive/thebreeders/image/f1d6ced0b77da8a5defcbfad3717e774.jpg,lily baby,crestedgeko,baby,lily,"70,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,3d0b4abc21021fb6d2cc0202bee0e469.jpg,/content/drive/MyDrive/thebreeders/image/3d0b4abc21021fb6d2cc0202bee0e469.jpg,lily baby,crestedgeko,baby,lily,"80,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,1db35d48a86672402f0c6e23613206eb.jpg,/content/drive/MyDrive/thebreeders/image/1db35d48a86672402f0c6e23613206eb.jpg,lily baby,crestedgeko,baby,lily,"120,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,782fda5b2e5443be8e1c9cf7c794030c.jpg,/content/drive/MyDrive/thebreeders/image/782fda5b2e5443be8e1c9cf7c794030c.jpg,lily baby,crestedgeko,baby,lily,"120,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,aca7d68478b3e836a93a51b6ea30bd61.jpg,/content/drive/MyDrive/thebreeders/image/aca7d68478b3e836a93a51b6ea30bd61.jpg,cappuccino baby,crestedgeko,baby,cappucino,"140,000",카푸치노 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,6310c1f1cb710f22b98b7ee240f19b6d.jpg,/content/drive/MyDrive/thebreeders/image/6310c1f1cb710f22b98b7ee240f19b6d.jpg,Cappuccino subadult male,crestedgeko,babeadult,cappucino,"180,000",카푸치노 아성체 수,202409,,,
/content/drive/MyDrive/thebreeders/image/,1b4b85adb4ca895e4ea69b13fefd5c2d.jpg,/content/drive/MyDrive/thebreeders/image/1b4b85adb4ca895e4ea69b13fefd5c2d.jpg,Frappuccino Baby,crestedgeko,baby,frapuccino,"340,000",프라푸치노 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,2158dda84aa7d979c19748fac2cd9040.jpg,/content/drive/MyDrive/thebreeders/image/2158dda84aa7d979c19748fac2cd9040.jpg,Frappuccino Baby,crestedgeko,baby,frapuccino,"320,000",프라푸치노 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,0ae629507d37d30b872e1268cf9e34a2.jpg,/content/drive/MyDrive/thebreeders/image/0ae629507d37d30b872e1268cf9e34a2.jpg,Frappuccino submaturity male,crestedgeko,babeadult,frapuccino,"360,000",프라푸치노 아성체 수,202409,,,
/content/drive/MyDrive/thebreeders/image/,f0ca0cc66eeb7f291e3d980270ec7108.jpg,/content/drive/MyDrive/thebreeders/image/f0ca0cc66eeb7f291e3d980270ec7108.jpg,male adult crested geckos,crestedgeko,adult,undefined,"30,000",크레스티드게코 성체 수,202409,,,
/content/drive/MyDrive/thebreeders/image/,a8f8989b48c4b7ad343819ec488d454d.jpg,/content/drive/MyDrive/thebreeders/image/a8f8989b48c4b7ad343819ec488d454d.jpg,lily baby,crestedgeko,baby,lily,"60,000",릴리 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,e4e94d7a1ae42fafc3a60c94781e2e5b.jpg,/content/drive/MyDrive/thebreeders/image/e4e94d7a1ae42fafc3a60c94781e2e5b.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"20,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,3d43f692fd30177adbe25b63a6ac57da.jpg,/content/drive/MyDrive/thebreeders/image/3d43f692fd30177adbe25b63a6ac57da.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"20,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,c7e97929f74e072184fb32719b43757a.jpg,/content/drive/MyDrive/thebreeders/image/c7e97929f74e072184fb32719b43757a.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"25,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,251a1bb947b31f788c575a90704a2117.jpg,/content/drive/MyDrive/thebreeders/image/251a1bb947b31f788c575a90704a2117.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"20,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,1b7417f5884e16389ef9f87f638eca30.jpg,/content/drive/MyDrive/thebreeders/image/1b7417f5884e16389ef9f87f638eca30.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"52,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,39b692e550bd74d2fd212a1399ad0a9f.jpg,/content/drive/MyDrive/thebreeders/image/39b692e550bd74d2fd212a1399ad0a9f.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"48,000",크레스티드게코 베이비,202409,,,
/content/drive/MyDrive/thebreeders/image/,bce2bb06eec6b834efc1ba4474f96b16.jpg,/content/drive/MyDrive/thebreeders/image/bce2bb06eec6b834efc1ba4474f96b16.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"28,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,d98fe455a3e18da5f8ce6008d1906670.jpg,/content/drive/MyDrive/thebreeders/image/d98fe455a3e18da5f8ce6008d1906670.jpg,lily baby,crestedgeko,baby,lily,"48,000",릴리 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,3db072791c65dc29ac0d2d932b0f1fc6.jpg,/content/drive/MyDrive/thebreeders/image/3db072791c65dc29ac0d2d932b0f1fc6.jpg,lily baby,crestedgeko,baby,lily,"60,000",릴리 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,02df87fb07ef2a3dac871a0865e122d1.jpg,/content/drive/MyDrive/thebreeders/image/02df87fb07ef2a3dac871a0865e122d1.jpg,lily baby,crestedgeko,baby,lily,"80,000",릴리 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,0b3d63a924c0860fd1464d27f25157fb.jpg,/content/drive/MyDrive/thebreeders/image/0b3d63a924c0860fd1464d27f25157fb.jpg,lily baby,crestedgeko,baby,lily,"56,000",릴리 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,5cc58377bff1231b3a31055269743679.jpg,/content/drive/MyDrive/thebreeders/image/5cc58377bff1231b3a31055269743679.jpg,lily baby,crestedgeko,baby,lily,"42,000",릴리 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,924dce4ebf9fc3571e1e51652b51fb97.jpg,/content/drive/MyDrive/thebreeders/image/924dce4ebf9fc3571e1e51652b51fb97.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"22,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,6b6b8e637e6e211a2342a92ea4b6c680.jpg,/content/drive/MyDrive/thebreeders/image/6b6b8e637e6e211a2342a92ea4b6c680.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"35,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,4fb933c9528fabf15ca39bec0ef0cb52.jpg,/content/drive/MyDrive/thebreeders/image/4fb933c9528fabf15ca39bec0ef0cb52.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"35,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,7863ff0e28a907a514fa4cb9b63a0033.jpg,/content/drive/MyDrive/thebreeders/image/7863ff0e28a907a514fa4cb9b63a0033.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"25,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,4cf56089b84528643ff6b9bc39ad4e67.jpg,/content/drive/MyDrive/thebreeders/image/4cf56089b84528643ff6b9bc39ad4e67.jpg,Crested Gecko Cappuccino Baby,crestedgeko,baby,cappucino,"90,000",크레스티드게코 카푸치노 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,4a27d9f77447d745a448dbad136d8a31.jpg,/content/drive/MyDrive/thebreeders/image/4a27d9f77447d745a448dbad136d8a31.jpg,Crested Gecko Cappuccino Baby,crestedgeko,baby,cappucino,"80,000",크레스티드게코 카푸치노 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,2573fbcddbd41ab1906bea4d929dff41.jpg,/content/drive/MyDrive/thebreeders/image/2573fbcddbd41ab1906bea4d929dff41.jpg,Crested Gecko Cappuccino Baby,crestedgeko,baby,cappucino,"90,000",크레스티드게코 카푸치노 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,f7a1cc77b75fe1700ead97a0d93a1995.jpg,/content/drive/MyDrive/thebreeders/image/f7a1cc77b75fe1700ead97a0d93a1995.jpg,Crested Gecko Cappuccino Baby,crestedgeko,baby,cappucino,"100,000",크레스티드게코 카푸치노 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,0788448a93028b200a9db8403b90bca2.jpg,/content/drive/MyDrive/thebreeders/image/0788448a93028b200a9db8403b90bca2.jpg,Crested Gecko Cappuccino Baby,crestedgeko,baby,cappucino,"80,000",크레스티드게코 카푸치노 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,99a426a92d9c3e382c8f6877f05d0b4d.jpg,/content/drive/MyDrive/thebreeders/image/99a426a92d9c3e382c8f6877f05d0b4d.jpg,Crested Gecko Cappuccino Baby,crestedgeko,baby,cappucino,"130,000",크레스티드게코 카푸치노 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,2cba5f665e937e2b2dc602b57ab29529.jpg,/content/drive/MyDrive/thebreeders/image/2cba5f665e937e2b2dc602b57ab29529.jpg,Crested Gecko Cappuccino Baby,crestedgeko,baby,cappucino,"140,000",크레스티드게코 카푸치노 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,80bcda1c896cac24584dde242dedd61a.jpg,/content/drive/MyDrive/thebreeders/image/80bcda1c896cac24584dde242dedd61a.jpg,Bearded Dragon Dark Red Leatherback Female Sub-Adult,beardydragon,subadult,dark,"950,000",비어디드래곤 다크레드 레더백 암 준성체,202408,,,
/content/drive/MyDrive/thebreeders/image/,93d554215677a958ae8ea52068d6a66b.jpg,/content/drive/MyDrive/thebreeders/image/93d554215677a958ae8ea52068d6a66b.jpg,male crested gecko subadults,crestedgeko,babeadult,undefined,"140,000",크레스티드게코 아성체 수,202408,,,
/content/drive/MyDrive/thebreeders/image/,ae8bf8ab283ad1cbaa4d34f7a07de14f.jpg,/content/drive/MyDrive/thebreeders/image/ae8bf8ab283ad1cbaa4d34f7a07de14f.jpg,Crested Gecko Frappuccino Sub-Adult Female,crestedgeko,subadult,frapuccino,"300,000",크레스티드게코 프라푸치노 준성체 암,202408,,,
/content/drive/MyDrive/thebreeders/image/,ff37d8290a22696e0ec6199e5bb16dea.jpg,/content/drive/MyDrive/thebreeders/image/ff37d8290a22696e0ec6199e5bb16dea.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"25,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,910564f3b270cb27b3e22648b9103eef.jpg,/content/drive/MyDrive/thebreeders/image/910564f3b270cb27b3e22648b9103eef.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"30,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,c96c1a5e0d573bee040ce410565ab5bf.jpg,/content/drive/MyDrive/thebreeders/image/c96c1a5e0d573bee040ce410565ab5bf.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"30,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,0ece16a1ec215ea0beeda4ae93dbaeaf.jpg,/content/drive/MyDrive/thebreeders/image/0ece16a1ec215ea0beeda4ae93dbaeaf.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"22,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,7e6ce1dee304d51eef627fe8380c2a24.jpg,/content/drive/MyDrive/thebreeders/image/7e6ce1dee304d51eef627fe8380c2a24.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"42,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,717e0407d130a38779c1f58979b30531.jpg,/content/drive/MyDrive/thebreeders/image/717e0407d130a38779c1f58979b30531.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"20,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,94b847c5980098372df2f78aeeb73ac6.jpg,/content/drive/MyDrive/thebreeders/image/94b847c5980098372df2f78aeeb73ac6.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"28,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,0a99900aad10ae8410423e4c245a63ca.jpg,/content/drive/MyDrive/thebreeders/image/0a99900aad10ae8410423e4c245a63ca.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"20,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,4f5643caf4d5ea7b8360b768bc46dde3.jpg,/content/drive/MyDrive/thebreeders/image/4f5643caf4d5ea7b8360b768bc46dde3.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"25,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,50a5d5cb7af7bd36515a24ac68dfce6b.jpg,/content/drive/MyDrive/thebreeders/image/50a5d5cb7af7bd36515a24ac68dfce6b.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"22,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,97f1354cfbc71d4e4f96a91448150625.jpg,/content/drive/MyDrive/thebreeders/image/97f1354cfbc71d4e4f96a91448150625.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"28,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,ad02827653e6cfa1587663b8dae39001.jpg,/content/drive/MyDrive/thebreeders/image/ad02827653e6cfa1587663b8dae39001.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"22,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,4fd7a898d48aae5464172782785950de.jpg,/content/drive/MyDrive/thebreeders/image/4fd7a898d48aae5464172782785950de.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"22,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,5854961493a96612b5f0f5d528ef3ae2.jpg,/content/drive/MyDrive/thebreeders/image/5854961493a96612b5f0f5d528ef3ae2.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"22,000",크레스티드게코 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,c709b23e5e6fe20d6a93f91ffec7e41e.jpg,/content/drive/MyDrive/thebreeders/image/c709b23e5e6fe20d6a93f91ffec7e41e.jpg,Crested Gecko male Sub-Adults tri extrme harlequin,crestedgeko,babeadult,undefined,"260,000",크레스티드게코 트익할 아성체 수,202410,,,
/content/drive/MyDrive/thebreeders/image/,70db69a8588b7bfb7b5afde6b12aa389.jpg,/content/drive/MyDrive/thebreeders/image/70db69a8588b7bfb7b5afde6b12aa389.jpg,lily baby,crestedgeko,baby,lily,"480,000",릴리 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,3fc5ca90a9e7053f91580df808c7bb0b.jpg,/content/drive/MyDrive/thebreeders/image/3fc5ca90a9e7053f91580df808c7bb0b.jpg,lily baby,crestedgeko,baby,lily,"200,000",릴리 베이비,202408,,,
/content/drive/MyDrive/thebreeders/image/,22ab66153b0c56936df6a0fcba9d67dd.jpg,/content/drive/MyDrive/thebreeders/image/22ab66153b0c56936df6a0fcba9d67dd.jpg,Crested Gecko Frappuccino Baby Spotless male,crestedgeko,baby,spotless,"30,000",크레스티드게코 프라푸치노 베이비 점없는 수,202408,,,
/content/drive/MyDrive/thebreeders/image/,42f4663df2607b8ff95040473400610f.jpg,/content/drive/MyDrive/thebreeders/image/42f4663df2607b8ff95040473400610f.jpg,Leopard Gecko Tangerine,leopard,undefined,undefined,"40,000",레오파드게코 텐져린,202408,,,
